time,epoch,batch,loss,cost
0min0sec,0,0,-2.304,662.448
0min6sec,0,20,46.696,616.238
0min6sec,0,40,41.466,596.878
0min6sec,0,60,31.464,580.869
0min6sec,0,80,27.272,570.061
0min6sec,0,100,25.537,558.574
0min5sec,0,120,24.914,546.581
0min5sec,0,140,22.981,534.769
0min5sec,0,160,20.837,524.645
0min6sec,0,180,18.495,515.303
0min5sec,0,200,19.004,504.868
0min5sec,0,220,18.813,493.020
0min5sec,0,240,18.352,481.784
0min6sec,0,260,17.006,471.320
0min7sec,0,280,16.293,462.287
0min6sec,0,300,15.415,453.288
0min6sec,0,320,14.474,445.210
0min7sec,0,340,13.140,438.459
0min7sec,0,360,11.754,433.301
0min7sec,0,380,9.979,430.055
0min8sec,0,400,10.468,427.494
0min7sec,0,420,10.173,424.746
0min7sec,0,440,9.985,421.612
0min6sec,0,460,9.881,417.638
0min6sec,0,480,10.054,413.179
0min6sec,0,500,9.505,408.832
0min6sec,0,520,9.081,404.799
0min6sec,0,540,8.778,400.687
0min5sec,0,560,8.681,396.614
0min7sec,0,580,8.196,393.139
0min7sec,0,600,7.617,390.420
0min7sec,0,620,7.187,387.986
0min6sec,0,640,7.334,385.114
0min7sec,0,660,6.778,382.811
0min6sec,0,680,6.272,380.926
0min6sec,0,700,6.259,378.885
0min6sec,0,720,5.939,376.749
0min6sec,0,740,5.838,374.715
0min5sec,0,760,5.251,373.231
0min6sec,0,780,5.298,371.752
0min5sec,0,800,5.238,369.929
0min6sec,0,820,5.168,368.125
0min7sec,0,840,4.672,366.874
0min5sec,0,860,4.756,365.423
0min6sec,0,880,4.447,364.257
0min7sec,0,900,4.270,363.132
0min7sec,0,920,4.363,362.007
0min6sec,0,940,4.394,360.594
0min6sec,0,960,4.136,359.328
0min7sec,0,980,4.026,358.238
0min5sec,0,1000,4.102,356.912
0min6sec,0,1020,3.991,355.517
0min6sec,0,1040,3.923,354.289
0min7sec,0,1060,3.757,353.093
0min7sec,0,1080,3.548,352.203
0min7sec,0,1100,3.556,351.260
0min8sec,0,1120,3.492,350.282
