time,epoch,batch,loss,cost
0min0sec,0,0,0.272,1040.570
0min9sec,0,20,-11.223,1058.241
0min9sec,0,40,-2.393,1053.371
0min9sec,0,60,2.968,1046.542
0min9sec,0,80,4.245,1038.200
0min9sec,0,100,0.736,1032.221
0min15sec,0,120,2.521,1026.597
0min18sec,0,140,1.644,1021.699
0min18sec,0,160,-0.665,1023.080
0min18sec,0,180,1.122,1026.062
0min18sec,0,200,1.749,1028.167
0min18sec,0,220,1.446,1032.624
0min18sec,0,240,3.972,1033.085
0min18sec,0,260,4.146,1032.700
0min18sec,0,280,5.814,1031.700
0min18sec,0,300,6.913,1030.076
0min18sec,0,320,7.265,1026.818
0min18sec,0,340,7.127,1024.526
0min18sec,0,360,7.056,1020.598
0min18sec,0,380,7.173,1016.600
0min18sec,0,400,6.800,1011.643
0min19sec,0,420,6.414,1006.928
0min18sec,0,440,6.165,1003.081
0min18sec,0,460,5.572,1000.252
0min19sec,0,480,6.259,996.024
0min19sec,0,500,6.255,991.515
0min19sec,0,520,5.279,988.682
0min19sec,0,540,5.338,985.018
0min18sec,0,560,5.223,981.587
0min18sec,0,580,5.232,978.239
0min19sec,0,600,5.448,974.265
0min19sec,0,620,5.078,970.439
0min19sec,0,640,5.074,965.952
0min19sec,0,660,5.016,961.438
0min19sec,0,680,4.245,957.809
0min19sec,0,700,3.719,955.045
0min19sec,0,720,3.844,952.090
0min19sec,0,740,3.606,949.417
0min19sec,0,760,3.303,947.023
0min19sec,0,780,3.669,943.920
0min19sec,0,800,3.615,940.771
0min19sec,0,820,3.623,937.313
0min19sec,0,840,3.500,933.897
0min19sec,0,860,3.399,930.648
0min18sec,0,880,2.965,927.528
0min18sec,0,900,2.957,924.900
