time,epoch,batch,loss,cost
0min0sec,0,0,13.953,284.058
0min4sec,0,20,9.961,298.566
0min4sec,0,40,13.587,282.802
0min4sec,0,60,12.592,272.024
0min4sec,0,80,13.908,261.906
0min8sec,1,0,-20.305,198.744
0min4sec,1,20,-45.568,207.154
0min4sec,1,40,-45.225,205.065
0min4sec,1,60,-30.884,199.007
0min4sec,1,80,-21.173,194.938
0min8sec,2,0,-18.492,169.395
0min4sec,2,20,-28.203,172.737
0min3sec,2,40,-23.788,171.476
0min4sec,2,60,-26.666,173.774
0min4sec,2,80,-23.046,172.837
0min7sec,3,0,-4.424,164.581
0min4sec,3,20,-10.638,165.355
0min4sec,3,40,-4.976,163.052
0min4sec,3,60,0.709,160.752
0min4sec,3,80,3.523,160.231
0min7sec,4,0,-40.585,171.700
0min4sec,4,20,-14.962,168.956
0min4sec,4,40,-11.876,167.146
0min4sec,4,60,-5.160,163.500
0min4sec,4,80,-4.255,162.775
0min8sec,5,0,-14.655,159.945
0min4sec,5,20,-24.678,158.122
0min4sec,5,40,-15.502,153.892
0min3sec,5,60,-15.480,153.399
0min3sec,5,80,-13.278,152.000
0min7sec,6,0,-23.683,152.788
0min4sec,6,20,-14.720,149.142
0min4sec,6,40,-11.917,148.115
0min4sec,6,60,-9.489,146.517
0min4sec,6,80,-5.767,145.253
0min8sec,7,0,-42.323,148.400
0min4sec,7,20,-21.162,141.401
0min5sec,7,40,-22.041,143.158
0min3sec,7,60,-22.543,143.251
0min4sec,7,80,-25.458,144.305
0min7sec,8,0,3.825,136.385
0min4sec,8,20,-33.753,149.426
0min4sec,8,40,-40.538,152.698
0min4sec,8,60,-41.796,152.610
0min3sec,8,80,-41.501,152.194
0min7sec,9,0,-27.238,142.664
0min4sec,9,20,-36.222,150.381
0min4sec,9,40,-36.372,151.451
0min4sec,9,60,-36.259,151.290
0min4sec,9,80,-35.721,151.325
0min8sec,10,0,-5.289,138.428
0min4sec,10,20,-32.464,148.424
0min4sec,10,40,-26.984,147.255
0min4sec,10,60,-23.900,145.875
0min4sec,10,80,-23.200,146.061
0min7sec,11,0,-21.462,152.371
0min3sec,11,20,-14.675,139.866
0min4sec,11,40,-17.893,141.552
0min4sec,11,60,-17.009,140.915
0min4sec,11,80,-12.951,139.234
0min8sec,12,0,-39.671,139.883
0min4sec,12,20,-31.415,137.784
0min4sec,12,40,-28.101,136.994
0min4sec,12,60,-26.540,136.598
0min4sec,12,80,-23.337,135.004
0min7sec,13,0,-10.771,125.139
0min4sec,13,20,-12.140,127.638
0min3sec,13,40,-7.805,127.081
0min4sec,13,60,-7.505,126.672
0min4sec,13,80,-6.649,126.131
0min8sec,14,0,-15.707,126.359
0min4sec,14,20,-27.177,129.092
0min4sec,14,40,-30.721,130.695
0min4sec,14,60,-28.930,129.933
0min3sec,14,80,-24.974,128.175
0min8sec,15,0,-28.878,137.671
0min4sec,15,20,-19.112,126.271
0min4sec,15,40,-19.235,125.303
0min4sec,15,60,-21.396,126.088
0min3sec,15,80,-20.466,125.901
0min7sec,16,0,-16.704,132.151
0min4sec,16,20,-6.999,120.666
0min4sec,16,40,-9.672,121.524
0min4sec,16,60,-12.279,122.349
0min3sec,16,80,-12.908,122.434
0min7sec,17,0,-23.492,123.157
0min4sec,17,20,-17.952,125.177
0min4sec,17,40,-19.511,126.335
0min4sec,17,60,-17.597,125.575
0min3sec,17,80,-17.356,125.340
0min7sec,18,0,-8.549,124.744
0min4sec,18,20,-16.831,124.357
0min3sec,18,40,-13.703,123.174
0min3sec,18,60,-11.183,121.999
0min4sec,18,80,-13.025,122.709
